Year,Month,Day,Hour,Min,Second,North,East,Depth(km),Richter tal
2015,8,31,17,1,23.2,57675,12922,4.0,0.5
2015,8,31,11,33,23.4,56143,13109,0.0,0.8
2015,8,27,15,22,29.7,57537,6976,26.5,2.4
2015,8,25,12,40,31.2,55616,13446,0.0,0.6
2015,8,25,11,43,59.1,55401,13513,1.1,1.3
2015,8,24,3,6,40.7,56931,7791,32.5,1.2
2015,8,20,13,44,45.1,56103,13956,4.7,0.4
2015,8,20,12,1,15.4,55731,13323,0.0,1.1
2015,8,20,10,43,11.6,57663,12136,0.0,1.3
2015,8,19,11,24,37.2,56176,14396,0.1,1.3
2015,8,19,10,46,30.7,57430,13199,0.0,0.7
2015,8,18,10,52,48.8,57939,7982,15.0,1.2
2015,8,18,9,56,8.2,55709,13283,3.1,1.1
2015,8,17,10,5,47.6,55746,13428,0.4,1.4
2015,8,17,10,3,21.6,56522,13199,0.0,0.5
2015,8,12,13,5,21.3,57890,16391,0.0,1.7
2015,8,12,9,58,48.9,56048,14011,0.0,1.1
2015,8,11,9,28,59.2,56792,12649,0.0,0.8
2015,8,10,13,15,5.8,58362,6443,5.2,1.5
2015,8,6,15,3,59.6,53324,2148,0.0,3.4
2015,8,6,9,15,18.9,56297,13150,0.1,0.7
2015,8,3,10,2,38.3,55691,13287,3.4,1.4
2015,8,3,10,1,28.1,55698,13306,4.3,1.1
2015,8,2,5,8,5.1,57374,6661,30.2,2.0
2015,7,29,19,45,60.0,57635,11729,7.8,3.2
2015,7,29,10,22,49.8,55621,13473,6.5,2.2
2015,7,17,9,39,57.8,56194,13694,3.7,0.5
2015,7,14,15,38,3.0,58678,8178,7.1,1.0
2015,7,11,9,25,19.8,56962,8063,22.4,1.6
2015,7,10,11,27,6.4,55668,13375,1.9,1.3
2015,7,10,9,11,57.9,56569,13185,0.0,0.0
2015,7,8,14,32,14.7,57340,6840,32.7,3.0
2015,7,8,13,36,10.8,57563,14948,7.4,1.0
2015,7,6,10,33,24.6,57064,6938,33.0,2.6
2015,7,3,10,0,58.7,56178,13730,0.0,0.0
2015,7,2,17,3,34.0,57664,6990,26.6,3.1
2015,7,1,12,12,7.7,55632,13462,9.4,1.0
2015,7,1,7,52,38.7,56539,13211,8.4,0.9
2015,6,30,11,43,0.4,56630,14306,0.0,0.6
2015,6,26,9,23,11.5,55748,13299,0.0,1.2
2015,6,25,13,20,48.8,55662,13451,0.0,0.9
2015,6,24,12,47,27.2,55562,13612,0.0,1.4
2015,6,24,9,58,18.1,55678,13287,2.1,2.0
2015,6,18,9,31,47.9,55757,13344,2.2,1.3
2015,6,17,12,40,47.7,55730,13440,0.0,1.4
2015,6,17,9,59,25.5,56206,13665,1.5,0.1
2015,6,16,9,7,2.3,56701,16235,10.4,1.8
2015,6,15,10,4,39.5,56245,13014,0.0,1.3
2015,6,12,9,26,29.6,55284,16494,0.0,2.0
2015,6,10,12,6,50.6,58653,9726,4.8,1.6
2015,6,10,10,4,21.2,55557,13550,6.4,1.2
2015,6,9,12,30,48.9,56269,14685,7.0,2.0
2015,6,9,10,49,54.3,55600,13494,10.0,1.0
2015,6,9,10,34,4.9,55727,13283,0.0,1.1
2015,6,9,10,25,20.8,56351,16473,0.0,1.3
2015,6,8,12,37,30.3,56002,16003,20.2,1.4
2015,6,5,11,46,42.3,56237,14564,0.0,1.5
2015,6,4,11,53,47.2,57745,14171,15.0,1.6
2015,6,1,17,56,42.5,55696,11971,19.5,2.0
2015,5,31,17,24,57.4,55540,13432,74.4,1.6
2015,5,29,10,44,32.5,55710,13187,1.2,1.3
2015,5,28,10,0,43.7,55749,13324,0.1,1.3
2015,5,26,7,15,2.9,54122,14407,17.2,1.3
2015,5,26,7,13,22.0,54067,14265,0.0,1.3
2015,5,22,9,59,28.4,55745,13357,0.0,1.2
2015,5,22,7,45,55.4,55470,13267,5.1,1.6
2015,5,19,18,46,18.7,54573,10054,15.0,1.9
2015,5,19,7,20,32.9,56430,14014,0.0,0.9
2015,5,18,9,22,59.5,56292,12949,0.0,0.4
2015,5,13,9,57,40.5,55678,13442,2.5,1.0
2015,5,12,21,9,41.8,57692,12993,2.0,1.1
2015,5,11,11,0,34.9,58051,11951,1.3,1.4
2015,5,8,10,36,18.9,55725,13511,10.0,0.7
2015,5,7,12,59,12.2,55751,13309,0.0,1.2
2015,5,7,11,49,22.2,57718,14130,19.3,0.9
2015,5,7,10,0,35.5,56197,13640,6.3,1.0
2015,5,5,9,26,22.0,55649,13375,0.0,1.0
2015,5,4,10,7,59.2,56286,13065,2.4,1.3
2015,5,4,10,0,8.7,55729,13386,0.0,1.8
2015,4,29,19,21,10.1,54568,17046,0.0,1.6
2015,4,29,19,10,42.2,54621,16926,0.0,1.5
2015,4,29,17,47,11.1,54250,16854,15.0,1.5
2015,4,29,17,37,47.9,54533,16925,0.0,1.5
2015,4,29,16,37,46.6,54025,17370,15.0,1.5
2015,4,29,15,24,8.7,54599,16805,0.1,1.5
2015,4,29,15,12,24.9,54540,17003,0.0,1.5
2015,4,28,0,23,20.5,57238,8998,37.6,2.0
2015,4,24,12,31,17.4,56073,13828,15.0,0.6
2015,4,23,12,58,53.2,55704,13257,2.1,1.2
2015,4,22,11,58,33.8,55719,13279,0.0,1.9
2015,4,21,14,1,4.6,58709,6859,13.2,1.5
2015,4,21,13,32,17.6,58939,5805,4.2,1.5
2015,4,16,10,10,42.2,55927,13926,0.0,0.9
2015,4,14,12,58,11.1,55701,13392,0.0,1.0
2015,4,9,12,29,12.1,55554,13625,0.0,0.5
2015,4,8,14,32,41.2,56510,11486,32.3,2.8
2015,4,5,20,11,31.8,57640,6986,15.0,1.8
2015,4,2,10,1,24.5,55637,13309,0.0,1.4
2015,3,31,13,35,0.2,56056,16197,29.1,1.3
2015,3,27,14,20,13.0,55643,13325,0.0,1.6
2015,3,27,10,50,9.9,55642,13425,0.0,1.1
2015,3,25,10,58,38.7,55651,13158,0.0,0.8
2015,3,18,13,58,28.0,55690,13400,0.0,1.1
2015,3,17,13,43,26.1,56340,13073,6.3,1.4
2015,3,17,10,31,49.7,56389,16484,0.1,1.3
2015,3,16,13,31,45.9,56205,13643,5.4,1.0
2015,3,11,16,53,35.5,58200,5102,15.0,1.9
2015,3,10,12,31,21.0,56508,13904,15.0,0.7
2015,3,10,12,0,14.1,56208,13322,0.3,0.7
2015,3,10,11,7,4.3,56078,14032,6.6,1.2
2015,3,8,8,56,53.1,57051,14884,15.0,0.6
2015,3,5,20,15,31.4,58208,8369,2.8,1.0
2015,3,4,21,30,51.0,58266,8361,5.3,0.7
2015,3,4,17,1,41.5,56201,14773,7.6,0.8
2015,3,4,12,42,31.2,57451,13567,15.0,1.0
2015,3,3,11,33,14.5,56056,13984,2.0,0.8
2015,3,2,14,6,35.4,55708,13345,2.8,1.2
2015,3,2,14,3,55.7,55703,13244,1.4,1.2
2015,3,2,11,58,53.4,56182,14885,6.3,1.1
2015,2,26,14,1,15.4,55696,13212,0.0,0.6
2015,2,26,13,2,58.0,55576,13519,0.0,1.3
2015,2,25,14,14,50.8,58324,6409,0.1,1.5
2015,2,24,13,35,50.0,56128,13596,38.8,0.9
2015,2,24,11,49,13.1,54323,13610,21.0,1.5
2015,2,23,13,3,14.0,56607,14297,0.1,0.6
2015,2,20,13,13,50.1,57441,12771,35.3,0.9
2015,2,19,14,19,0.5,58333,6259,15.0,2.1
2015,2,17,14,7,44.5,55627,13469,15.0,1.0
2015,2,17,11,14,57.7,57627,14489,0.0,1.2
2015,2,13,14,2,29.5,55709,13329,2.8,1.6
2015,2,13,13,59,25.3,55714,13310,1.7,1.4
2015,2,13,12,2,29.8,55657,13372,0.0,1.7
2015,2,12,14,23,25.3,58576,6219,0.0,1.4
2015,2,12,14,22,50.2,58404,6458,2.7,1.1
2015,2,12,13,5,11.4,56210,15419,0.0,2.1
2015,2,10,19,40,43.0,56790,7960,70.5,2.0
2015,2,10,13,10,26.9,55681,13392,0.0,1.3
2015,2,9,14,19,6.9,58378,6263,0.0,1.4
2015,2,9,13,13,55.0,56203,14384,0.0,1.3
2015,2,8,22,37,38.1,56239,5300,0.0,2.4
2015,2,6,14,6,16.7,55668,13198,0.0,1.1
2015,2,6,14,2,35.3,55671,13418,0.0,1.2
2015,2,6,13,59,25.7,55667,13461,10.0,1.3
2015,2,4,14,19,15.1,58381,6213,7.7,1.8
2015,2,3,14,22,53.9,56507,13159,0.0,1.3
2015,2,3,11,2,40.2,57767,11832,15.9,1.2
2015,1,31,23,55,12.5,57577,7192,61.0,1.5
2015,1,29,14,46,18.3,56900,7826,0.0,1.9
2015,1,29,14,19,17.7,58401,6322,5.1,1.5
2015,1,29,12,13,54.6,56266,12979,9.1,1.5
2015,1,29,10,59,33.8,55645,13159,0.0,1.7
2015,1,28,21,6,15.3,57094,7133,87.7,1.9
2015,1,27,13,25,11.4,55648,13297,0.1,1.0
2015,1,27,12,11,40.9,55575,13625,0.1,1.1
2015,1,26,12,0,25.1,55819,12991,0.1,2.1
2015,1,23,14,17,36.0,58368,6206,18.5,1.9
2015,1,23,10,59,49.6,55644,13191,0.0,1.4
2015,1,22,22,19,39.8,58244,8324,10.2,0.7
2015,1,22,14,6,49.7,55996,13480,0.0,0.9
2015,1,20,14,2,45.5,57729,12024,0.0,1.0
2015,1,20,11,40,42.0,55608,13484,3.0,1.2
2015,1,19,10,0,8.8,55634,13268,0.0,2.0
2015,1,16,11,36,49.0,55458,13170,9.9,1.5
2015,1,16,8,4,13.5,55653,13093,0.0,1.7
2015,1,16,8,1,14.7,55694,13216,0.0,1.3
2015,1,14,14,18,45.5,58308,6435,0.0,1.6
2015,1,6,14,18,10.4,58310,6193,0.0,2.0
2014,12,30,11,2,10.0,56695,15182,0.0,1.2
2014,12,30,2,37,36.3,53265,6709,11.0,2.4
2014,12,27,11,7,53.1,57606,7420,38.8,1.6
2014,12,22,19,19,0.3,57921,6533,79.8,2.4
2014,12,22,13,45,52.6,55629,13284,0.0,1.6
2014,12,22,13,29,23.3,56233,13568,17.5,0.8
2014,12,19,14,21,35.1,58316,6332,21.9,1.5
2014,12,19,13,33,37.1,56165,14675,0.0,1.4
2014,12,19,10,7,55.8,55640,13311,0.0,1.6
2014,12,19,9,58,46.1,55665,13386,0.0,1.6
2014,12,18,13,24,44.0,57572,13151,3.8,1.1
2014,12,18,11,5,1.9,56029,13373,14.9,0.9
2014,12,17,9,53,14.3,56027,13992,5.7,1.1
2014,12,17,9,49,56.0,56064,14024,9.4,1.2
2014,12,16,13,32,59.5,58346,6393,0.0,1.4
2014,12,16,11,58,54.0,58122,16660,119.3,1.9
2014,12,15,12,29,34.2,55684,13342,0.0,1.6
2014,12,13,7,22,42.6,57798,7048,72.5,1.8
2014,12,12,14,15,55.8,58236,5733,15.0,1.9
2014,12,12,14,2,8.6,55637,13443,15.0,1.2
2014,12,12,13,58,46.2,55748,13398,0.0,0.9
2014,12,11,18,45,7.3,58335,6295,0.0,1.6
2014,12,11,13,6,52.5,57917,12562,1.0,1.4
2014,12,8,22,9,24.2,58235,8314,6.6,0.9
2014,12,8,10,56,37.5,55701,13609,7.1,1.2
2014,12,5,11,3,25.2,55705,13347,0.0,0.9
2014,12,5,11,2,54.0,58947,10187,0.9,1.6
2014,12,4,14,22,29.0,58334,6544,0.1,1.1
2014,12,3,14,24,0.4,58334,6398,17.4,1.6
2014,12,3,13,13,4.1,55566,13636,0.0,1.0
2014,12,3,12,45,0.6,55537,13608,0.0,0.9
2014,12,2,14,14,22.4,54359,16668,14.5,1.7
2014,12,2,12,37,57.1,54437,16743,0.0,1.7
2014,12,2,11,22,46.4,54548,16570,0.0,1.7
2014,12,1,15,4,39.0,56418,13438,21.6,1.2
2014,11,27,14,19,32.7,58395,6415,10.0,1.5
2014,11,27,11,34,18.1,56249,13115,0.0,0.5
2014,11,26,14,16,44.1,58328,6353,19.4,2.0
2014,11,25,14,5,54.7,56211,15723,11.1,1.8
2014,11,25,12,9,15.8,55663,13145,0.0,1.3
2014,11,21,11,4,37.0,55693,13181,0.0,1.8
2014,11,17,11,42,40.7,56935,7575,71.3,2.8
2014,11,11,14,23,27.3,58314,6217,18.2,1.7
2014,11,11,10,59,26.4,55634,13331,13.2,1.2
2014,11,10,10,57,18.8,55615,13332,1.5,1.7
2014,11,10,9,22,8.2,58774,9256,0.0,1.3
2014,11,7,12,8,44.8,56455,14363,5.2,0.6
2014,11,5,12,32,19.1,56055,14045,0.0,0.8
2014,11,5,1,12,35.4,53497,6911,0.0,2.2
2014,11,3,14,17,55.1,58383,6320,8.4,1.4
2014,11,3,4,28,56.4,57590,7141,54.1,1.9
2014,10,31,14,20,32.3,58336,6221,15.0,2.0
2014,10,31,11,5,11.1,56194,13532,50.9,0.8
2014,10,30,13,36,26.4,55665,13398,0.1,1.6
2014,10,30,13,32,23.7,55706,13330,0.0,1.7
2014,10,30,13,18,28.1,56268,15712,5.3,1.7
2014,10,30,10,58,33.1,56483,14777,3.4,1.6
2014,10,29,13,28,43.3,55631,13445,0.0,1.7
2014,10,29,13,27,52.8,55628,13448,0.0,1.4
2014,10,28,13,30,21.0,56238,14721,8.8,1.4
2014,10,28,9,14,30.1,56420,11812,4.9,0.9
2014,10,27,11,44,51.2,56125,13675,38.9,1.2
2014,10,24,10,0,9.5,55528,13079,0.0,1.4
2014,10,22,13,19,45.5,58297,6272,6.6,1.4
2014,10,21,13,20,50.8,58258,6314,17.2,2.0
2014,10,20,11,29,37.9,55654,13370,0.0,1.5
2014,10,17,9,59,4.4,55643,13438,15.0,1.5
2014,10,16,19,54,46.7,57506,7126,59.7,1.6
2014,10,16,13,18,9.3,58318,6492,1.0,1.2
2014,10,16,11,14,41.2,55664,13397,0.0,2.0
2014,10,16,11,2,34.4,56182,14120,30.4,1.3
2014,10,15,13,17,23.8,58440,6457,6.7,1.7
2014,10,15,9,47,54.3,56223,12937,13.4,1.6
2014,10,13,19,56,31.0,58188,8224,11.7,1.0
2014,10,8,12,34,13.5,55615,12955,0.1,1.8
2014,10,3,10,45,25.2,56076,13977,15.0,0.8
2014,10,3,9,59,35.1,55665,13284,0.0,1.4
2014,10,2,13,18,49.7,58363,6326,16.7,2.0
2014,10,1,12,32,7.0,54629,16816,0.0,1.6
2014,9,30,10,59,11.5,58870,1651,51.7,3.0
2014,9,30,9,26,25.2,56947,16632,0.0,1.6
2014,9,27,10,59,58.0,53968,9649,15.0,2.4
2014,9,26,9,58,51.2,55617,13186,0.0,1.8
2014,9,23,13,19,41.3,58350,6536,7.4,1.5
2014,9,22,11,16,10.9,56168,13170,0.0,1.5
2014,9,19,9,59,56.4,55668,13388,4.1,2.1
2014,9,19,9,58,40.2,55648,13148,0.0,1.7
2014,9,11,16,41,27.5,57785,8774,15.0,1.2
2014,9,10,13,17,19.8,58376,6502,0.1,1.7
2014,9,9,13,14,52.6,58350,6364,21.2,2.1
2014,9,7,5,1,55.0,57641,6955,26.2,2.4
2014,9,6,6,47,3.2,57552,6913,15.0,1.9
2014,9,3,14,30,26.6,58458,8700,6.4,1.4
2014,8,29,13,19,8.7,58395,6193,18.2,2.2
2014,8,27,13,21,32.3,58302,6307,15.0,1.6
2014,8,22,13,14,30.8,58373,6721,0.1,1.5
2014,8,20,13,21,34.7,58346,5765,29.5,2.2
2014,8,16,1,18,46.9,57077,7169,27.9,2.0
2014,8,15,22,36,34.6,54924,15013,21.6,2.6
2014,8,15,13,16,3.7,58390,6310,15.5,1.6
2014,8,15,10,56,43.2,55544,13645,5.0,1.2
2014,8,10,16,14,22.8,58286,7826,0.0,0.8
2014,8,7,13,3,4.4,55710,13324,0.0,1.7
2014,8,7,12,59,55.4,55684,13251,0.0,1.5
2014,8,7,10,55,51.5,56158,14097,14.9,1.2
2014,8,4,2,52,2.3,57116,9925,28.7,1.7
2014,7,20,22,34,14.9,53718,10798,15.0,2.0
2014,7,18,13,23,20.1,58384,6455,13.4,1.9
2014,7,11,13,17,37.7,58377,6268,25.2,1.6
2014,7,10,18,52,38.5,55960,10776,27.6,1.5
2014,7,10,17,35,16.4,55998,11037,30.4,2.0
2014,7,10,15,15,57.9,56034,10634,25.5,1.8
2014,7,10,9,0,13.3,55697,13219,0.0,1.9
2014,7,10,8,37,51.9,55963,10755,27.4,1.9
2014,7,10,5,11,9.3,55943,10764,37.4,1.8
2014,7,9,19,49,15.8,55988,11050,34.8,2.0
2014,7,9,13,39,42.5,56182,11010,15.0,2.2
2014,7,9,13,0,30.2,55716,13403,1.3,1.7
2014,7,9,12,30,15.2,55992,10716,34.6,2.1
2014,7,8,13,16,16.2,58436,6383,0.0,1.5
2014,7,8,11,32,22.1,58299,7834,13.4,1.0
2014,7,8,9,58,51.5,55950,11080,27.5,2.2
2014,7,5,4,25,58.2,56805,11014,63.1,1.4
2014,7,1,11,57,26.9,56237,13145,77.6,1.5
2014,6,30,17,38,1.0,58470,8714,15.0,1.4
2014,6,27,13,20,23.5,58386,6302,15.1,1.6
2014,6,27,10,5,18.4,55669,13384,0.0,1.2
2014,6,27,10,3,13.3,55594,13228,0.0,1.6
2014,6,26,22,16,6.2,57533,7248,0.0,1.6
2014,6,25,13,19,9.9,58361,6298,7.2,1.8
2014,6,24,13,34,49.8,58946,6757,11.2,2.5
2014,6,24,13,16,17.0,58308,6469,0.0,1.3
2014,6,23,13,3,43.2,55714,13385,0.2,1.6
2014,6,23,12,59,58.0,55666,13424,3.1,1.4
2014,6,22,13,40,14.8,58301,7951,26.4,1.3
2014,6,20,13,34,47.4,58325,6174,15.0,1.6
2014,6,19,13,19,16.5,58404,6170,22.4,1.8
2014,6,19,10,5,14.0,55591,13021,0.0,1.3
2014,6,18,11,55,49.0,56223,12968,0.0,1.6
2014,6,17,10,26,39.5,56363,12843,19.2,1.5
2014,6,13,11,13,44.9,55453,12939,15.0,1.5
2014,6,12,3,1,58.2,56705,12314,22.5,1.5
2014,6,11,12,40,12.5,55637,13434,0.0,1.6
2014,6,11,10,4,39.4,55716,13277,0.0,1.8
2014,6,10,13,57,32.8,54159,14344,18.8,1.4
2014,6,5,8,8,45.9,55680,13607,7.2,1.0
2014,6,3,13,5,15.6,55658,13133,0.0,1.7
2014,6,3,13,2,6.8,55683,13170,0.0,1.6
2014,6,2,13,19,23.5,58214,6418,0.0,1.5
2014,5,28,21,15,20.9,58153,8148,0.0,0.9
2014,5,28,8,29,18.0,55673,13282,0.0,1.7
2014,5,26,10,32,18.0,55641,13442,0.0,1.4
2014,5,23,13,18,46.7,58223,5954,15.0,2.1
2014,5,22,13,2,34.4,55697,13304,0.0,1.7
2014,5,22,8,2,39.8,55613,13215,0.0,1.6
2014,5,20,10,35,41.8,58487,8610,15.0,1.3
2014,5,20,5,14,32.4,54222,14065,15.0,1.4
2014,5,19,14,41,45.0,56166,13118,9.7,1.3
2014,5,19,14,41,34.7,58787,9307,7.2,1.3
2014,5,19,10,33,50.3,55602,13404,0.1,1.9
2014,5,16,12,59,49.8,55407,13117,0.0,1.5
2014,5,13,13,19,20.3,58259,6498,0.0,1.2
2014,5,12,20,10,47.6,58189,8346,8.4,1.1
2014,5,9,8,19,13.5,55550,13710,0.0,1.2
2014,5,8,13,20,30.8,58397,6277,2.2,1.5
2014,5,7,11,12,57.2,55511,13348,0.0,1.6
2014,5,6,13,22,11.5,58252,6158,15.0,1.4
2014,5,6,10,13,46.3,55929,12952,15.0,1.4
2014,5,1,10,54,26.6,57064,7876,15.0,1.5
2014,4,30,17,4,33.4,58223,8175,9.1,0.8
2014,4,29,13,1,23.1,55659,13092,0.0,1.8
2014,4,29,9,14,39.2,55700,13145,0.0,1.9
2014,4,28,10,11,10.3,55703,13628,7.4,1.1
2014,4,26,12,47,31.8,56567,11674,7.1,1.6
2014,4,23,13,20,3.0,58313,6338,5.4,1.7
2014,4,15,13,21,27.0,58524,6360,0.0,1.5
2014,4,15,13,19,45.0,58227,6342,15.0,1.4
2014,4,9,13,18,55.6,58358,6126,0.4,1.7
2014,4,9,11,13,13.5,53921,10432,45.0,2.3
2014,4,9,10,3,12.6,55667,13104,0.0,1.7
2014,4,4,20,48,7.1,58066,7821,2.9,0.7
2014,4,4,9,1,2.5,55468,13269,0.0,1.7
2014,4,2,19,55,59.3,58154,8195,6.4,1.3
2014,4,2,17,46,32.7,58351,6347,9.8,1.8
2014,4,2,15,57,19.2,58157,7846,8.6,0.9
2014,4,2,13,21,15.2,58714,4525,0.0,2.2
2014,3,31,17,4,46.1,57550,7066,67.9,2.0
2014,3,31,8,29,21.4,55592,13204,0.0,1.7
2014,3,29,15,22,48.4,56050,11028,11.8,1.9
2014,3,29,14,54,47.6,56029,11023,33.0,1.9
2014,3,29,11,35,15.3,55876,10796,28.1,2.5
2014,3,28,23,37,40.0,58318,7963,17.1,1.0
2014,3,28,19,13,45.7,58097,7814,11.4,1.2
2014,3,27,9,57,31.7,55964,10828,12.5,1.8
2014,3,27,4,44,48.0,58161,13515,5.2,2.3
2014,3,26,17,6,50.0,58152,6836,3.1,1.4
2014,3,26,14,19,8.6,58383,6324,8.5,1.5
2014,3,26,11,0,30.7,55733,13403,7.8,1.6
2014,3,25,18,19,59.9,56848,7904,58.2,2.0
2014,3,24,10,45,11.6,55484,13163,11.9,1.3
2014,3,21,16,16,4.4,58464,8809,15.0,1.3
2014,3,21,14,20,14.5,58350,5222,0.0,1.9
2014,3,19,10,30,59.2,55635,13017,0.0,1.8
2014,3,17,14,22,4.0,58520,6342,0.0,1.4
2014,3,14,12,1,14.3,55515,13249,10.0,1.4
2014,3,13,14,20,31.8,58336,6365,9.6,1.5
2014,3,10,14,19,6.0,58407,6181,18.0,1.2
2014,3,6,18,50,17.2,58375,6297,15.0,1.5
2014,3,6,14,29,6.1,58424,9150,1.7,0.8
2014,3,6,14,5,34.1,56045,15905,15.1,0.9
2014,3,5,14,16,37.4,58373,6388,20.4,1.4
2014,3,4,13,0,12.2,55604,13251,0.0,1.6
2014,3,1,23,49,0.5,56097,11363,21.4,1.3
2014,3,1,13,58,8.6,56845,7810,63.0,2.7
2014,2,27,14,19,7.9,58507,6351,8.9,1.6
2014,2,27,13,59,29.3,55636,13165,0.0,1.8
2014,2,26,14,36,51.4,58146,9167,4.9,1.2
2014,2,20,14,17,21.5,58352,6213,3.4,1.6
2014,2,19,14,19,10.8,58429,6347,4.7,1.2
2014,2,18,13,12,44.9,55656,13369,0.0,1.8
2014,2,17,11,57,39.4,55697,13378,0.0,1.5
2014,2,13,6,46,57.1,57682,6931,38.0,2.1
2014,2,13,2,13,13.2,53040,6455,80.4,2.5
2014,2,12,14,22,55.5,58356,6394,18.2,1.5
2014,2,12,12,30,26.7,55567,13621,7.7,1.4
2014,2,10,12,10,49.7,55649,13325,0.0,1.8
2014,2,2,18,22,58.0,54921,15862,135.0,1.9
2014,1,31,12,32,6.5,56180,13706,0.2,1.4
2014,1,30,11,36,48.5,57626,7098,25.6,1.9
2014,1,29,12,38,15.1,56267,13085,0.1,1.5
2014,1,25,3,3,29.6,56821,7914,66.3,1.6
2014,1,23,13,23,5.0,55526,13359,8.6,1.6
2014,1,15,20,11,30.3,57506,7184,33.3,1.4
2014,1,14,14,45,47.8,58491,8956,7.8,0.9
2014,1,9,18,6,45.8,56797,7858,40.0,1.7
2014,1,8,20,49,54.1,58349,7227,15.0,0.3
2014,1,8,11,41,14.4,56059,14007,2.0,1.3
2014,1,7,13,26,51.0,58966,5771,3.7,1.7
2014,1,6,14,16,36.4,58131,5888,0.0,1.9
2014,1,6,0,42,3.1,58199,8087,24.8,1.0
2013,12,21,7,49,5.5,57658,7070,27.1,2.3
2013,12,19,13,10,2.9,58549,11769,0.3,2.4
2013,12,10,21,7,20.8,56899,7876,61.4,3.2
2013,12,10,13,48,30.3,56253,15669,6.5,1.8
2013,12,6,14,46,4.8,58226,9119,0.1,1.0
2013,12,1,8,14,4.1,57245,6893,70.1,2.4
2013,11,29,11,34,17.2,55659,13391,0.0,1.4
2013,11,28,13,1,20.6,57701,11856,2.4,2.1
2013,11,27,14,48,52.3,56093,11002,40.1,1.8
2013,11,24,9,36,29.1,57922,8129,41.5,1.3
2013,11,22,11,42,1.2,55744,13372,0.0,1.7
2013,11,21,17,51,10.2,57887,8174,36.5,2.4
2013,11,21,15,9,42.4,58421,8686,15.0,1.5
2013,11,21,12,54,41.5,58952,9908,4.7,1.4
2013,11,21,11,47,51.2,56890,14470,30.8,1.7
2013,11,20,14,3,10.6,56168,14859,0.0,1.2
2013,11,19,14,45,9.5,58505,8897,0.0,1.3
2013,11,18,11,52,16.4,55654,13379,0.0,1.9
2013,11,14,11,30,59.0,56912,7456,11.9,1.5
2013,11,13,7,59,21.1,55653,13213,0.0,1.4
2013,11,12,13,4,40.7,58023,8391,15.0,2.5
2013,11,7,20,25,33.0,58560,10151,23.2,2.3
2013,11,7,4,10,53.3,57998,8295,34.1,2.2
2013,11,6,12,26,10.2,55001,10811,15.0,2.3
2013,11,6,11,1,25.7,55747,11202,15.0,2.0
2013,11,5,3,16,7.6,58041,8193,39.0,1.4
2013,11,4,13,38,23.0,56215,14867,0.0,1.5
2013,11,4,8,48,37.7,57997,8531,29.7,2.1
2013,10,28,11,9,19.5,57365,2422,40.1,2.9
2013,10,20,7,55,12.5,57602,6983,67.8,1.4
2013,10,18,4,0,4.4,58584,5941,7.1,1.3
2013,10,15,20,6,22.2,58158,8104,3.3,1.2
2013,10,15,14,29,0.3,58423,8705,10.1,1.3
2013,10,15,13,31,29.7,58296,6243,0.6,1.8
2013,10,15,13,17,4.9,58370,6389,0.0,1.6
2013,10,15,12,44,29.3,58241,6190,21.2,1.7
2013,10,8,9,58,55.0,55705,13264,4.3,1.6
2013,10,8,9,32,14.6,56389,15411,70.4,2.1
2013,10,1,16,22,1.1,58162,9030,8.0,1.2
2013,9,25,18,53,54.8,56898,9756,32.3,1.7
2013,9,23,9,56,34.3,55656,13336,0.0,1.1
